taxon_name	superkingdom	phylum	class	order	family	genus	taxon_annotation
OTU_97.16851	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.16855	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16856	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.16857	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.16858	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA
OTU_97.16859	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.1686	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16861	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.16862	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.16863	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Anaerococcus	anaerobic
OTU_97.16864	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.16867	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.16868	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.16869	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	aerobic
OTU_97.1687	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.16870	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.16871	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.16872	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.16873	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	anaerobic
OTU_97.16874	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.16875	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.16876	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
OTU_97.16879	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	NA	NA	NA
OTU_97.1688	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.16880	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.16881	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.16882	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU_97.16883	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Ignatzschineria	NA
OTU_97.16884	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA
OTU_97.16885	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.16886	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.16887	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.16888	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.16890	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	anaerobic
OTU_97.16891	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.16892	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16893	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.16894	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.16895	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.16896	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.16899	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.1690	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	anaerobic
OTU_97.16901	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16902	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Finegoldia	NA
OTU_97.16903	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	aerobic
OTU_97.16905	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	NA
OTU_97.16906	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16908	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.16909	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	NA	Segetibacter	NA
OTU_97.1691	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	NA
OTU_97.16910	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	NA
OTU_97.16911	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16912	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	anaerobic
OTU_97.16913	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
OTU_97.16914	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.16915	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
OTU_97.16916	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.16918	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.1692	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	NA
OTU_97.16920	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.16922	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.16923	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.1693	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.16931	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.16932	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.16934	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.16935	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
OTU_97.16936	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.16937	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	NA	NA
OTU_97.16939	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.1694	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.16940	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16941	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.16942	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.16944	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	aerobic
OTU_97.16945	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.16946	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16947	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.16949	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	NA	Flavisolibacter	NA
OTU_97.1695	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.16950	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
OTU_97.16951	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	anaerobic
OTU_97.16952	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.16953	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16954	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.16955	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.16957	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.16958	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.16959	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.1696	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	NA	NA
OTU_97.16960	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	NA
OTU_97.16961	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.16962	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.16963	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.16964	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	NA
OTU_97.16965	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.16966	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
OTU_97.16968	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
OTU_97.1697	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	NA
OTU_97.16970	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	anaerobic
OTU_97.16973	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
OTU_97.16974	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16978	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
OTU_97.16979	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	NA
OTU_97.1698	Bacteria	Cyanobacteria	4C0d-2	YS2	NA	NA	NA
OTU_97.16981	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.16982	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	anaerobic
OTU_97.16983	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.16985	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.16987	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16988	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.16989	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.16990	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.16992	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.16993	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.16994	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.16996	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.16999	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.17	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	facultative_anaerobic
OTU_97.170	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.1700	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.17001	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA
OTU_97.17002	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.17003	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.17004	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17005	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17006	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17009	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.1701	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	anaerobic
OTU_97.17010	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.17011	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
OTU_97.17012	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.17013	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	anaerobic
OTU_97.17014	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17015	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17016	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17017	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.17018	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.17019	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	aerobic
OTU_97.1702	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17020	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	NA
OTU_97.17021	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17022	Bacteria	Synergistetes	Synergistia	Synergistales	Dethiosulfovibrionaceae	TG5	NA
OTU_97.17023	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17024	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.17026	Bacteria	Thermi	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA
OTU_97.17027	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.17028	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.1703	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17030	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
OTU_97.17032	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	aerobic
OTU_97.17033	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17034	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.17035	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.17036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17038	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.1704	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17040	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17042	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17043	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.17044	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17045	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.17046	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.17047	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU_97.17048	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
OTU_97.17049	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.1705	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	anaerobic
OTU_97.17050	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
OTU_97.17051	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.17052	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.17053	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17055	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.17056	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.17057	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17058	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Pseudoclavibacter	NA
OTU_97.17059	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.17060	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA
OTU_97.17061	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17062	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.17064	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17065	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17068	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17069	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.1707	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	NA
OTU_97.17070	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.17072	Bacteria	Actinobacteria	Actinobacteria	MC47	NA	NA	NA
OTU_97.17073	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17075	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.17076	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.17077	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17078	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17079	Bacteria	TM7	TM7-3	CW040	F16	NA	NA
OTU_97.1708	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.17081	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	NA	NA
OTU_97.17083	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17084	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17085	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.17086	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	NA	NA
OTU_97.17087	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.17088	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.17089	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	facultative_anaerobic
OTU_97.1709	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
OTU_97.17090	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.17091	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.17093	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.17095	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17096	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.17097	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	anaerobic
OTU_97.17098	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17099	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	anaerobic
OTU_97.171	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.1710	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.17100	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	facultative_anaerobic
OTU_97.17102	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
OTU_97.17103	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.17104	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	anaerobic
OTU_97.17105	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.17106	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.17109	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	aerobic
OTU_97.1711	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.17110	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	NA	NA
